title,link,date,publisher,image
Trump 2nd term live updates: Senate to vote on Kristi Noem as DHS secretary Saturday,https://news.google.com/read/CBMirgFBVV95cUxQVE4ySXd0M1hjNjJXRGVYamoyUE1FN2NFeEpiMkZWTzE5QjBsakE1QWF2ZXRiZl8xQVNVd2FkbVFiTnFJM2VpSFRoOW5feXBNa0w2SVAtSlFTck1POTRXd09mNTM2alRsQmZKaU5WdFk0LTRYNXpzX3BxTnlzU1pMTnNLM3k0UFMwcERoc2YzS2NILXIxWHBtLTZpdDNxdFpBMVJSd1NFWF92SGlzS2fSAbMBQVVfeXFMTVd6WWwxcTVkYlQydkhYaWhfNkk1aWFwRDlkWnAzaDNWdW1xdG9hUDBqdFdrUWw1YzlfV29XMFJudURydlAwMUQ4Rkt2dW0yZzhGZ2w1YXB6M0RlcW9xb2Q2bmM1TDJWcHU4UTlSWGZfZ3JuM0JMZWdOVGJYU1ZFZHcwMWRqLVpBM1VkSU92Y3ZWRk8zZHRJcTlwTzZCUVc5TU5tUjVKdDdIRGNEcDl1WHI0RXM?hl=en-US&gl=US&ceid=US%3Aen,5 hours ago,New York Post,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://nypost.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Trump reinstates Mexico City Policy and enforces Hyde Amendment in pair of executive actions on abortion,https://news.google.com/read/CBMi3gFBVV95cUxOdDluRVlfM2ktbHZIcFJncjFxYzc0TWtlaXBuNXV2QjJXcXNpY3ZTREV3cGVnekFaX2tDSm9IeFphN2FjWTV4NGROTlRxbjVXVUREM2dkeG9xRzVPUzhyTXFYckQtSk1OazRERTFGczhheFB1NDU1TUV3cFpNVHhFaWlXcW1lVjdYTE05OXEtbFVZbzZ0MmtPNENpb0FrRy1LdDJqdW5DZlZ3RDliMDBBNjB6ZGxmaDd0N0lxMEhTMGdnbUVKRlZSOHd3R243WWs2c0h1N1dfRlV0Tzg0eWc?hl=en-US&gl=US&ceid=US%3Aen,6 hours ago,The New York Times,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.nytimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Automakers Brace for Impact of Trump Tariff Plan for Canada and Mexico,https://news.google.com/read/CBMiiAFBVV95cUxOUEtMcE5FcWUtMUU2SVFORktRZENRRnZmY0h0VWllSDBuNWh2ZGFJV1Bwb05GNHZVbHFteTQ4MHEwTnE0UUFva2dtZHR3NXdaRnFaVXBvZHBKWkVSRHFzd25wM3Q3T1lwSFd3WGp4MmMzU2FrTnRXaU9LZWZZTTRzNUtEUWhfX04z?hl=en-US&gl=US&ceid=US%3Aen,3 days ago,Wilson Center,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.wilsoncenter.org&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
What Trump’s 2025 Inauguration Speech Says About US-Mexico Policy,https://news.google.com/read/CBMiowFBVV95cUxQR0VLNGVoLUhraWR6MDhFakdUenpRZjllNDVreFJHS0NBVmJkMnpNc29oWWZQQURET1REaW5CV0hLNk5kQTZPUzlqT2cwcWtCbHhLR0hUb0NkOXM2aHJwX2g3TnlfUnpVRzdsVjBvV0R5TTJwYzBfOTN0Q0JOVUVhV2twTzFHMzZycG5ieTBmZ2hpZmg0bmFMZFBpMzRrc2pSMi1r?hl=en-US&gl=US&ceid=US%3Aen,4 days ago,The Associated Press,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://apnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Mexico’s president amused by Trump’s order to rename the Gulf of Mexico,https://news.google.com/read/CBMijgFBVV95cUxOcDZPZ2pxcVAwN3oxR3hQWWFFNVIyMURPOUVRUGwyMG1fNzlQSDlFRXRLN08wN1EwbzFDczNjUGpKcWE0NUdrUGVhYlpIaTE1Nnk1Ql91X1hCQ2xRdmRMYWxZU3VxVUhLNVY3M2RXWFYtc3ZkV245OURQcEtoSGRHXzVRaUhjRldjSnFZWW9B?hl=en-US&gl=US&ceid=US%3Aen,3 days ago,Mehr News Agency - English Version,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://en.mehrnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Trump admin. officially changes name of Gulf of Mexico,https://news.google.com/read/CBMikwFBVV95cUxOVTI0RUV4SGdKVUNKTlZwNE5pNjNYbmtpREdvSUlybnNua3pBYU9ZWXVheWI3S2ZDbWI5b0FFS2c3SVFublV2TXVaSkV2Qmo3N2NWbDdxVUJKNzBPbEZTS1ktekVFZWszSUN6bGltU0txVl93UTVsaENxOWVqWkRZbDkzMU1NenhkczRSLU8yWXplM1XSAUtBVV95cUxNWHdpby05dUREYnA1NEJrQl9DVzF4ME4ycTA0LUFDTXVSc25jRlc4cVV0NzY4bXZRcFE3aXljTVNGUnlTNVhjRzhLMDQ?hl=en-US&gl=US&ceid=US%3Aen,2 hours ago,Agriculture Dive,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.agriculturedive.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Trump says 25% tariffs on Mexico and Canada to take effect Feb. 1,https://news.google.com/read/CBMiogFBVV95cUxNY3cyVENtZVpTYkZFWUhuNTN5RUl6YUp0NkUwVjVwbVI5QVJEeV9MYUN3anNRTkpSTzV0ajllOC04bGpVMEk5RlhwaV9ueFVvZ2c4bEU4RVB5ZWdhWHNpSzdfS3hMQjl4RHhqSzlhbGtjNVllTkRvdXhFeVI1R2xiWTRzQ2Yya3lUdnpQbHowT0p0NUxwOVo3cHdPZ0dtel9mSmc?hl=en-US&gl=US&ceid=US%3Aen,3 days ago,BBC.com,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.bbc.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
"Trump sends 1,500 troops to border as immigration clampdown ramps up",https://news.google.com/read/CBMiWkFVX3lxTE84OFZxNmYyckdxeDNIdjJLQUJwaTZKeEZ5bDktMEs2V3ZtNmE4M0dEazVvYlFNMXJhQXd5aUFZZnBBR0ZUblhfTVV1RV81TndOV2pNbW9LcEo4Z9IBX0FVX3lxTE5JMVpvWUNOd0l5azdrOHRrdDFHMU5pS2FLSGxCVU1BUWI1VkJiTkxIR1NlQk1JemoxWlJEZkt4MXlCQkRWZnlzVk45VEdoZXJKRmk3ZGdqbjZMWERabUsw?hl=en-US&gl=US&ceid=US%3Aen,2 days ago,The Associated Press,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://apnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Mexico defends sovereignty as US seeks to label cartels as terrorists,https://news.google.com/read/CBMiqAFBVV95cUxNMXFHcTVKa2lrV0p5ZlhFb0xLWnR3MG9EU2VObmk0aktWZURfakFuaU9zSXlLLWp5TDZWQTQ2ZzNseG9rbWZGeWk2akdZMFFldVBBMUFYVW9ISjF2OFZOTm9JX2RObFZ6MkprU254czNnS0E1aktVUDlMckh0VlB2ejZObHZMNHZBUWt5VWU1dTFoXzFwLVQtdDFaWUVaU0lfSW04WDMzRjk?hl=en-US&gl=US&ceid=US%3Aen,3 days ago,CBS News,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cbsnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
"Trump administration weighs sending 10,000 troops to border, using bases to hold migrants",https://news.google.com/read/CBMia0FVX3lxTFAyeDZWOG5RSlZZNzdGQXQ0b0VCeHhOVGlieEkzcElDWnZIMTQyS2VXUnVwMVhsNG5rRFlTT0Y4X1ZnT0tmMWlicDcwM0UzcVJPakJ2R0ZOcVA4UE56Wk1yOUdjZ0JaOGFFUkxN0gFwQVVfeXFMTUpFMjdBXzZrZEd5MUVSRFozNk9oNVNiQ3piR2cxeU10NWxuUnZaSXpuR0diWmlncVJjMlhtQXd4ZjlENEJ4Wk1CZXY4LWVTb0JLU3FsS2Z0dFd5ZTktc19YNEU0WGFSUk5lblQ2QUpwYQ?hl=en-US&gl=US&ceid=US%3Aen,2 days ago,CNN,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.cnn.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Here’s what will get more expensive from 25% tariffs on Mexican and Canadian goods,https://news.google.com/read/CBMigwFBVV95cUxNZVUzZUd4TXZnb2VHLUlBT1ptcEhaUWRMdXpwMVA5WDV5U3E2N1JrYk9adUJWUU1KZ1g1a1hHNUo3d0E0NnkxY0V2UHRjYWYwcjFwRjFUaFpTUERtTG9XLVZtS0wzeEZZekh5MlZaMzFJSklWVkFndWlwS2FZaHNBalJnY9IBekFVX3lxTFBIcUI3ZkMwZ0J2YkZRLXBoR2IxZE45bHppaE15UmxQNkEyQ0RNUW1XMUVPUk5UV19kM1J5V1hETi0yaFRCZHhWS2FWamM0OWM0WTk1Sk9OczJvN2RRSXNCM1VabnBKYWJDTE9VbGNlc0JKYTBrdzlfQjdn?hl=en-US&gl=US&ceid=US%3Aen,3 days ago,Al Jazeera English,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.aljazeera.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
‘Fear is the point’: Immigrant rights groups brace for fight against Trump,https://news.google.com/read/CBMisgFBVV95cUxNbEE1Vl9IYThMN1JoN3dtTENBRG5fQ1RLbFRudDktQVNUSGY2LUZHOWRkUGdSSnJETDc3WjYzZEVIT1JiZS12Vlp4c0IzYVRLdE1RR05RSS1MUS1HNEt5MkdEVzV5OVFLR3dna0RvTmlnWEtTQkw1ZkZZc00wLXdlYXRXZUduU3BhRDNldDRDajhwVjlZeDhHaGZYV3dkTHVtTFY5ekFiTERkM1ZFTzBIbzFn0gG3AUFVX3lxTE1MdVhJYUFxX29IUEJDclY1ZjQ5VTh6b09FYnFucEVZdmxmUzVBR3Q4YzFFTVdfUFlCaVdMdE52RUVWd0xEOGxjVVIzMlRYWmkwLU5mWHV6MnZwTkQyM2ktdk50Q05SaEFLN21fUmpVdUFqRXB6eHkzZ19DNXZtczVsbmk0emgzSmVXc0hwblc5OHRwMXBGMUl0RkZxRzJUQ2RLbU9DNXotUjljOWlKckdFSVNuX0NBdw?hl=en-US&gl=US&ceid=US%3Aen,9 hours ago,The Washington Post,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.washingtonpost.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Senate confirms Pete Hegseth as defense secretary,https://news.google.com/read/CBMikwFBVV95cUxPVXpEdFZyRk9XN3ZlSTUzWDE4OGJCb2VkMVUzLTJMcVk3MDR2VW9CSktRM1R1cjJKY3FXdUZaVDJIY0E5QWpsN0xjM1FCalVSdlRWR1lnRk1MOVJycHJvYzlrajVLR1JrN0RhWnFFXzdPVUFENzU1MkZPRU80Yk5xdGJ1R1RhcDdSWDhqOHZoRHdJNVU?hl=en-US&gl=US&ceid=US%3Aen,2 hours ago,The New York Times,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.nytimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
"After Trump’s Orders, Mexico’s Leader Says She’ll ‘Always Defend’ Her Country",https://news.google.com/read/CBMif0FVX3lxTE9mSXJNWjc2ekdEUDY0dTlhNllfMFBzelM0dVozSV9wdTZ4MHJsT0daamI1RkctUHd2cml2YXFEUXpKbUd1WGtqa2JQeGJtaEg3OE82aFRhVkhPM2Rub204aWhJVTdoa0UxRi15aHdISFhNNTdyOWswSFNzamtuR1k?hl=en-US&gl=US&ceid=US%3Aen,3 days ago,Bloomberg,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.bloomberg.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Trump Revives ‘Mexico City Policy’ Restricting Aid Over Abortion,https://news.google.com/read/CBMiswFBVV95cUxPVTdoYnEweThIWEFCLWFEOFRtN083Wmx2ZzloN0R5bjdTVldTSXF1Ui1kcWhleGlHLVpjRU1RbE5aX2VNU2dUeVIzY2V6c09IWHp2X3JqaFBHTlMzcmpDbkNaczhhMmFadDFPSnM4Q1EzVHhEYnZkUWdFcVhCQ2c1V2R0UXNWX3BLcHotZjlBdEYxNEZkaVRFMDU3SEZvQlA2cUpsX3p2YWdXU0dGQ0luTGFDbw?hl=en-US&gl=US&ceid=US%3Aen,8 hours ago,USA TODAY,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.usatoday.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Premier combat unit ordered to prep for border as Trump steps up anti-immigrant push,https://news.google.com/read/CBMivgFBVV95cUxPWDV1SzZSQmRfcnNvQjh3alJhS0ZuZFZ2SU9YNTYySEw5TFRLQ2lxeVNOWW5xdE9rZzNvY1B3aUR3ZnNMMnQ0TC16NmFseEdpMkY3MFNNQ194dFNGcFVEaUFpeTZCQjNudGdYWnpGNi1EaGFIVGRMbzdQS3JwMGpaQUR1ZVJqQTE4bmJYUnRwX0NUUmJMRU5MeFZCQ19BQnRpSHM3VnlyM1RkSXRkWUlfd0tYZTJXQzgwVk5JRkRn?hl=en-US&gl=US&ceid=US%3Aen,13 hours ago,Car and Driver,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.caranddriver.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
How Trump's Proposed Tariffs Could Affect the U.S. Car Market,https://news.google.com/read/CBMingFBVV95cUxQT0dqTDdyQmNhZC03eC1nbm50Y2FTSHEza215OC1iM2JNT2NMSFBEMkxsNG1MSVF1M1Nvei05RmlpaEtvc0pvRGp5aDkzck5QYncyQmNfNGtfeVJvd0R1N0NTN3hhSG91UFZYNC1vcFcydnNXR1VnLU14OFAwalpqd0MyOXY1SjZDYVluQWJqaXRCa3BNV2t1MjNKS1V5QQ?hl=en-US&gl=US&ceid=US%3Aen,2 days ago,Farm Policy News,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://farmpolicynews.illinois.edu&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
"Trump Says Canada, Mexico May Get 25% Tariff by Feb. 1",https://news.google.com/read/CBMinAFBVV95cUxQS0pnOHE0eVhTd09Ba2RIeGI3d0lPQTZDcmcwb01wa215QzlEV3BVTFdCSGpDTTB0YmlWdWtudGxOR1RTRUZqOHJGbW9ESWtuWGl5cHZsUWFQZ0xfTXV0Ni1RQUhJTWplWTFld25QM3Z0ajFldEFHdkVGTEd5eUJsMlRCTFNDQ2lwQnVqZ0ZTR0oza3RzbkhTRUJxZlQ?hl=en-US&gl=US&ceid=US%3Aen,4 days ago,The Washington Post,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.washingtonpost.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
How a rule imposed by Trump shapes abortion access around the world,https://news.google.com/read/CBMinwFBVV95cUxPNDUtZmZOejR3elZoaFdIMTNtdFhRVWVjM3BUbVlJZXBrX3ZYYllCeDVfQ2wyT1dYaEpRSDZfbFFQcnFvQ21zVHplMThETHlDLXEzWmQ2Vk1fcFNVSlB4cUo1M2tpUEVHXzZWTTh6VkVpMmpxR3hLM0dfLVdoc2c1ZnBLLXltNW1UVjNrMVNrY08yYlhZUFhGYmxvall0VGM?hl=en-US&gl=US&ceid=US%3Aen,28 minutes ago,Reuters.com,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
"Trump's bid to label Mexican cartels 'foreign terrorists' poses risks to companies, migrants",https://news.google.com/read/CBMiwgFBVV95cUxPaXI1NkhHUnptSjc1R2RLUjgwdjlLNlJzd0pXWkhNNTJweWpVUTJVc0FxbEgtMk55ZFppZDJUUDU2amlfX0ZCanhOTkJlQVdlMmdTMjJHbkdOaFMzZ0JyeXRTcGdXXzNEaEpydzdwR2RoUW5sNC1WbUxzSnJ5QzBWMl9JcFplMmd6b09sMkhuZDktdkd1SFlNR3dicXhSWURQU1J1a19HUVZMZ0QzRVltdEZTU3hRWGcxY0R2MTg1V3NBdw?hl=en-US&gl=US&ceid=US%3Aen,3 days ago,KSL.com,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.ksl.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Afghans stranded in Mexico under Trump immigration crackdown face bleak choices,https://news.google.com/read/CBMitwFBVV95cUxOZVNIQW9sQThaU3hLTWtKaTQ0Y3hTSHI2SHlVc1doOERuZkpMaDBkTVh3U3EtTG5ILW5CQ2wxQUJlX0Z5YVBUNmhqM1dkeUhiSS1GeVctMnFhUklnUFFqYUFnY21KVThwaHg3ZWVEb3dieFRCVk1WbXp2MEhpSEZ5V2Y5Y2p1a19PTmZHd3hvNEQ1LVpTSXpYcm8wNTRWbGp6VG1kaGoyQlBFY25sbnJqTFNwWVpybWs?hl=en-US&gl=US&ceid=US%3Aen,4 hours ago,PBS NewsHour,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.pbs.org&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Can Trump change the name of the Gulf of Mexico to ‘Gulf of America’?,https://news.google.com/read/CBMipwFBVV95cUxPMmk0MmxQakNjZllOZlZ4cEdLLW1XRWw4cXJqUzVJZEhlYnRRMUJUTlpGY1VhTHBoQjhnZk5WUi0zTDRleUFONTJxMzBKWXcwaHpXaThIMFBNeDZmcW15VDhzUl85akdzWkpzSEZiXzBoQ0RuZDBRbGlSc1E5OEJnc01MbWplVTFoX0lvVl90U1FpMlVJNzFSZHJVNFpKcERtOXlTZUt6SdIBrAFBVV95cUxQOUxMZnA0MFl1YU11RW1aSzE1d3lEU0NMTHkwN29WR1FRTzlwbDNqdV9Uajk1Nl9yUnFGbVItVVJzd3dTU241dm9xN2VNd0FHVnFPVDR3bTl3U0RKVUdwQndSNWNoOFIycHcxNWI0Qk1JbjBrZWdETVUxMEdTYWNBa3FjMkY3UUxBS3FUY1BCU3pHX0gwYlZBdWVMRm5hSkNINTlZT0c2NXl4V2E3?hl=en-US&gl=US&ceid=US%3Aen,4 days ago,The New York Times,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.nytimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Mexico Is Getting Ready for Trump. Here’s What’s Different This Time.,https://news.google.com/read/CBMikgFBVV95cUxPMFZjSjhUeHlpVkFFZDlOTWZaYmlIVERPeVlwY1JLampqU2JnZ1BCaEpsZ1hiVDhrMG9SSU9rMW5SRjgyT0VSd1k3Q3U5cW92Qnd4OFgycGVNZC1uZDdYTDR4ODBWa2NQb1Bfbm1zM3Y2aHNYV0NpclI1aDZyQ2lQRS1BQzJfdVpjTURPM0M1MXQ0QQ?hl=en-US&gl=US&ceid=US%3Aen,5 days ago,Bloomberg,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.bloomberg.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
"Trump Plans to Impose 25% Tariffs on Mexico, Canada by Feb. 1",https://news.google.com/read/CBMirAFBVV95cUxPeV9GWDhwMkllUkxVWU15S1V4TzV1TjkzVXpCTGFhdUVwMEl1SGdRMmlWaW5zSUJzNTZjWllnRVhUeWtRWkUzT0d1Yy14MWR2eThEdFF1ZnQ5eVpnQ3B3a1NiS3Bjd1ZEbk5OWVhWMTU3VENrclpOaXJuaHkyMkZSaHdtWXRoMXJwT0d1NlVjVmpZZ0o3NjZmQ1Rna2s3X3lQdklJQ2x3ckgzN3Jm?hl=en-US&gl=US&ceid=US%3Aen,4 days ago,The Associated Press,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://apnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Mexican border states prepare migrant shelters as Trump begins deportation campaign,https://news.google.com/read/CBMilgFBVV95cUxPNVBIMG41cVJ4dTNDWi1ZcF95YmlTWGxmWUp2M2NWcHp2WEtWOVpNa09QWTZraHdpWW5JSUtYSFRpOUtXMjl3ZXpUZmZjWXZjeGk5bEJyeTNxOWdpOWJtcTNhcXhENXRkeE1XOURyeGUxYWN1enFWWVNGRzJ6X0FnVGJvSzIydkt5cmFiNUxZcEplX1lNcUE?hl=en-US&gl=US&ceid=US%3Aen,2 days ago,Reuters,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
"No day-one tariffs from Trump, but he says Canada, Mexico may get duties Feb 1",https://news.google.com/read/CBMirAFBVV95cUxOekJfX3VwakRDbi1YSElwZXVJaXVGdUJxakh5X2VVS1Voem9GUU9xTTh2R3AwaUNCY3o0dHN4bXNkMUJhRUZpUmxIM1R5Qlc3YlZrNHlvZW9HdnBFYk1KWTlwV1VxVWpQbF9teUZIbmkydHExYm1RTmZhRlQ4NlFRUlZNMlZWUEZ4U2U3NF9JNkpkenExWjBzOGVxd2tqVHJjeGx5NGczeVhDY0d1?hl=en-US&gl=US&ceid=US%3Aen,4 days ago,ABC News,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://abcnews.go.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Trump renames Gulf of Mexico to 'Gulf of America' among 1st executive orders,https://news.google.com/read/CBMinAFBVV95cUxOZW5nd19zQ3RNbUJHRUoxMjFlamVKMlJCRk94dV8wQ2hRUHh1UE5YdGNubGlBMDdiVzkwUHRzZ2VtdjFsaGpvRUZ5Q1RYTjd3YnZ1MC1ubUIxMWVGdGRMTWxOWkhBT2NnY2U4c1ZUOGtoNHVsODFDalhreUVTT3JCckVybU5aY1RXRWJkN0txa2tJTV9WV2J4aWo1TnPSAaIBQVVfeXFMTWNGS3JsdTNfSF9yT3FKb2pfTzQ0QnVpVEV0SDRsMnpGU1JRTExPVm1BQnE4c3FXdFN5T2NRU1JaZ1RjazZZR25TR3NIQUhMZ05faEIwb3hrcGM4X2pGb25CN21SVWF3VTZ2UHJkSGpwakVLb2xpTjl6bFhaVUFJM2hBSWx4VTZyMGs2c19GNzRnakJOZDc2YV9seEgzeFNmclB3?hl=en-US&gl=US&ceid=US%3Aen,4 days ago,CNBC,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cnbc.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
"Chemicals industry, freight rails brace for Trump tariffs on Canada, Mexico",https://news.google.com/read/CBMipAFBVV95cUxQLTJWU2xXaGljQjhUQmptektIVFRZcVd6UFhVTm15UzBRMUxsS3hhbjUzYV9NdVZhRjc4QlhnYkpPSTVKRjZDRF9ZelVYbnh0QU9RVjU5UmEyY0lzakNOSHNpRThXNnVXN0ZhR0lNWFhEaEY4cWtTRWdGZDhFQXp4U1Zfb25PRzV5NkdYekhuRHJWRTRleHZ4SjJhbmNVcTJSbzJCZ9IBqgFBVV95cUxQZ1lHTjZpeVB5UU05dGV5bGNNMUd2U3ZPX1dsc0VnVTJxUUI2dTU1YmxUYmc5LUs3WTlic0xmc1ppczJzVjVBNGRWMzFmYU5MZ09odXVUaThjaXBFdmxhMngxMUhQSlVjNE5tODZvRjZTVFYxNGItYVE5RE1sOTd1ZzRiaFNxc3R0VUZMOGdmT2Z6Tjk0ZW1jN1NyR2RxVmVZZUpaQVpfV2JQQQ?hl=en-US&gl=US&ceid=US%3Aen,2 days ago,PBS NewsHour,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.pbs.org&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
"Pentagon to send 1,500 active duty troops to U.S.-Mexico border, officials say",https://news.google.com/read/CBMiswFBVV95cUxQblVwMmg1WmZodklnd1M4MzJEbnh3WE9oQUZxR2JsSHNKRnROWDZUTjFDdHd6T1djMUx2LWl3N3pHc2haNlI4NndfYXMzSEpOM1poRExLRlNJRURYYWRycllXT1FQaE9uMVVkV255YVBUMzdlWkZndTRaVlRKMDRnUzRuRGFpVVo3Q0FiR0ZSUXhwTlZKX3A0dWk3NzBQOXViWVZfUzY3c2NQNmhQOWJlWWN1VdIBuAFBVV95cUxQSzRNOTRrUFlJcTA5UWpTb2pHOHZzamx1SkQ5aWgzbHNlOUVIaDcyRUZTdGtybVJJcHAydkp2N1BfOVVQaVJpT3ZERmFhNHZYV3RIal9PQmtYNnRON1RtYm9taHJramstWllVRDVkWmV5YnlvM0hkQXF0NWdlZHlMZDNnYVpPdjh2UU9lakRUQ3d4Snp4czhlNnBoYkxISzNIMElGaVFoNGRQUklGZmFGRTFxa3k5ZkFl?hl=en-US&gl=US&ceid=US%3Aen,2 days ago,FreightWaves,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.freightwaves.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
"Canada vows strong response to Trump’s tariff threats, Mexico urges ‘calm’",https://news.google.com/read/CBMipwFBVV95cUxQQVN1NFZ6QmJuZ1RWci1XOWx3NHBWbkdOTU5zR3BDU2pIOUFZY2V0enN6NHpQaEg5VzZ0SFFxN1RldjFlekhhVzhjeTdiY0huR0tic2x2aUtNZzktQVZhZ3puQTdibnpFYkJOb3BmRlpZZVVCT3hWT2wyaWFFSGZsZUR0UjZUNlRMb2RIMkYyT0kxT3lOdXIzSkF3R2pfTFpYTmphWmxsRdIBrAFBVV95cUxQQzdSdHI2RF93YlgzUXIwYktFT0gzajg1N1J2bk15NC0zV2ZJdEZ0VF9IYW9xd2pxOEpZdmN4V2lKV3RZV2p1cVVfWDVhWlVfYlpTR0o1RTROQmdZa3dqOG9Mem41X2NRcExlQnNjSUhqWWtWWWNpMDZqUWVLc1paMWZKQTAyU1BvMUNxa0hadTJnOGNVVlo0WE5OVm1IdXJzQldIbkhSNnprX2Y0?hl=en-US&gl=US&ceid=US%3Aen,2 days ago,Yahoo! Voices,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
"Mexico refuses U.S. military flight deporting migrants, sources say",https://news.google.com/read/CBMif0FVX3lxTE9PLWRHd2tYODU5emFEZ0x0anh3dWVxME51YmFBOU9MYjlES1VGd1RwVGt6Q1ZVQ3FuT2xFNnR5dDB0MGhoci05X09kbHpmR2JCUjQ2X1Juekh6VmZYNU1JODFkYkduenpnVHFGMzBTb0VCQTF4QjMxbFhGTmVLYk0?hl=en-US&gl=US&ceid=US%3Aen,7 hours ago,The Associated Press,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://apnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
